Saint ID,Name,Also Known As,Gender,Rank / Type,Church Status,Family / Life State,Vocation,Life Experience,Virtue,Commonly Asked Intercessions,Region of Origin,Tradition of Veneration,Era,Century,Feast Day(s),Short Prayer (Intercession),Hymn / Apolytikion,Icon,Brief Life,Notes,Customs & Traditions,Works by the Saint,Works About the Saint,Video / Media,Sources
OS-2038,Venerable Julian the Hermit of Mesopotamia,Julian Sabas,Male,Venerable (Monastic); Hermit,Monastic,,,,,,Mesopotamia,,Byzantine,4th,Oct 18,"Venerable Father Julian, pray to God for us.",,,"A hermit who lived near the Euphrates in fasting and prayer, who is said to have foretold the death of Julian the Apostate.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2039,Saint James the Deacon of York,James of York,Male,Righteous,Clergy - Deacon,,Teacher,,,Missionary Work,England,Western (pre-schism),Byzantine,7th,Oct 18,"Holy Father James, pray to God for us.",,,"A deacon who assisted Saint Paulinus in evangelizing northern England and continued teaching the faith through plague, famine, and upheaval.",Pre-schism Western saint.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2040,Saint Peter of Cetinje,Petar I Petrovic-Njegos,Male,Hierarch; Right-believing (Ruler),Clergy - Bishop,,Ruler,War; Poverty,,,Serbia,Serbian,Modern,18th,Oct 18,"Holy Hierarch Peter, pray to God for us.",,,"Bishop and ruler of Montenegro who guided his people through war, poverty, and turmoil, remembered for pastoral care and defense of Orthodox Montenegro.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2041,Venerable David of Serpukhov,"David, Abbot of the Ascension Hermitage",Male,Venerable (Monastic),Monastic,,,,,,Rus' / Russia,Russian,Post-Byzantine,15th,Oct 18,"Venerable Father David, pray to God for us.",,,A disciple of Saint Paphnutius of Borovsk who founded the Ascension Davidov Hermitage near Serpukhov.,,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2042,Prophet Joel,Joel,Male,Prophet,,,,,,,Palestine / Holy Land,,Old Testament,,Oct 19,"Holy Prophet Joel, pray to God for us.",,,"One of the Twelve Minor Prophets, who foretold desolation and the outpouring of the Holy Spirit, words quoted at Pentecost in the New Testament.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2043,Martyr Varus and Seven Monastic Martyrs,Ouaros,Male,Martyr,,,Officer / General; Soldier,Imprisonment; Persecution,,,Egypt,,Pre-Nicene,4th,Oct 19,"Holy Martyr Varus, pray to God for us.",,,"A secret Christian soldier who strengthened imprisoned monks and joined them in martyrdom, suffering with seven monastic martyrs during persecution.",Named group kept as one row.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2044,Blessed Cleopatra and her son John of Egypt,Cleopatra; John,Male & Female,Righteous,,Widowed; Parent,,Loss of a Child; Grief / Bereavement,,,Egypt,,Pre-Nicene,4th,Oct 19,"Blessed Cleopatra and John, pray to God for us.",,,Cleopatra honored the martyr Varus and lived piously with her son John; after John's early death she endured grief and was consoled through prayer.,Named mother-son commemoration kept as one row.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2045,Greatmartyr Artemius of Antioch,Artemius,Male,Great Martyr,,,Officer / General; Ruler,Torture; Persecution,,,Egypt,,Byzantine,4th,Oct 20,"Holy Greatmartyr Artemius, pray to God for us.",,,A military commander and governor of Egypt who confessed Christ before Julian the Apostate and was tortured and executed for rebuking paganism and defending Christians.,,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2046,Venerable Matrona of Chios,Matrona,Female,Venerable (Monastic),Monastic,,,,Charity,,Greece,Greek,Post-Byzantine,15th,Oct 20,"Venerable Mother Matrona, pray to God for us.",,,"A woman of a wealthy family of Chios who sought monastic life and founded a women's monastery, known for charity and asceticism.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2047,Hieromartyr Nikodemos of Belgorod,"Nicodemus, Bishop of Belgorod",Male,New Martyr; Hieromartyr,Clergy - Bishop,,,Persecution,,,Rus' / Russia,Russian,Modern,20th,Oct 20,"Holy New Martyr Nikodemos, pray to God for us.",,,"A bishop of Belgorod honored as a hieromartyr of the modern persecution, whose relics were uncovered and venerated with the Belgorod saints.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2048,Venerable Hilarion the Great,Hilarion of Gaza,Male,Venerable (Monastic); Hermit,Monastic,,,,,,Palestine / Holy Land,,Pre-Nicene,4th,Oct 21,"Venerable Father Hilarion, pray to God for us.",,,"A disciple of Saint Anthony who became a founder of Palestinian desert monasticism, living in strict asceticism and spiritual combat.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2049,"Saint Hilarion, Bishop of Meglin",Hilarion of Meglin,Male,Hierarch,Clergy - Bishop,,,,,,Bulgaria,Bulgarian,Byzantine,12th,Oct 21,"Holy Hierarch Hilarion, pray to God for us.",,,"A Bulgarian bishop and ascetic who defended Orthodoxy and cared for his flock, whose relics were translated to Trnovo.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2050,Venerable Hilarion the Schemamonk of the Kiev Caves,Hilarion of the Kiev Caves,Male,Venerable (Monastic),Monastic,,,,,,Ukraine,Russian,Byzantine,11th,Oct 21,"Venerable Father Hilarion, pray to God for us.",,,"A strict ascetic of the Kiev Caves and disciple of Saint Theodosius, known for tears, fasting, and the copying of books.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2051,"Venerable Theophilus and Jacob, Abbots of Omutch",Theophilus; James,Male,Venerable (Monastic),Monastic,,,,,,Rus' / Russia,Russian,Post-Byzantine,14th,Oct 21,"Venerable Fathers Theophilus and Jacob, pray to God for us.",,,Two monastic founders who established a wilderness monastery at Omutch after ascetic life near Konev.,Named pair kept as one row.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2052,"Martyrs Gaius, Dasius, and Zoticus of Nicomedia",Gaius; Dasius; Zoticus,Male,Martyr,Layperson,,,Torture; Persecution,,,Asia Minor,,Pre-Nicene,4th,Oct 21,"Holy Martyrs Gaius, Dasius, and Zoticus, pray to God for us.",,,"Three Christians martyred under Diocletian after destroying a pagan temple, who endured torture and were drowned.",Named group kept as one row.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2053,Venerable Philotheus of Dionysiou,Philotheos of Mount Athos,Male,Venerable (Monastic),Monastic,,,Captivity,,,Mt. Athos,Greek,Post-Byzantine,16th,Oct 21,"Venerable Father Philotheus, pray to God for us.",,,A monk of Dionysiou Monastery on Athos who survived childhood captivity and later embraced monastic asceticism.,,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2054,Saint Bessarion Sarai the Confessor,Bessarion of Romania,Male,Confessor,Monastic,,,Imprisonment; Persecution,,,Serbia,Romanian,Modern,18th,Oct 21,"Holy Confessor Bessarion, pray to God for us.",,,A Serbian monk who defended Orthodox Christians in Transylvania against forced union with Rome and endured imprisonment and persecution.,Among the Confessors of Transylvania.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2055,Saint Sophronius of Ciorara,Sofronie of Cioara,Male,Confessor,Monastic,,,Imprisonment; Persecution,,,Romania,Romanian,Modern,18th,Oct 21,"Holy Confessor Sophronius, pray to God for us.",,,A Romanian monk who organized Orthodox resistance to forced union and defended the village Orthodox communities of Transylvania.,Among the Confessors of Transylvania.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2056,Martyr Oprea of Salistie,Oprea Nicholas,Male,Martyr,Layperson,,,Persecution,,,Romania,Romanian,Modern,18th,Oct 21,"Holy Martyr Oprea, pray to God for us.",,,An Orthodox layman of Transylvania who suffered for defending the faith against forced religious union.,Among the Confessors of Transylvania.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2057,"Saint Hilarion, Metropolitan of Kiev",Hilarion of Kiev,Male,Hierarch,Clergy - Bishop,,Writer,,,,Ukraine,Russian,Byzantine,11th,Oct 21,"Holy Hierarch Hilarion, pray to God for us.",,,"The first native Rus' Metropolitan of Kiev, known for theological writing and pastoral leadership during the reign of Yaroslav the Wise.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2058,Hieromartyr Moses Macinic,Moses the Confessor,Male,Hieromartyr; Confessor,Clergy - Priest,,,Imprisonment; Persecution,,,Romania,Romanian,Modern,18th,Oct 21,"Holy Hieromartyr Moses, pray to God for us.",,,A Romanian Orthodox priest who opposed forced union and endured imprisonment for his ministry in Transylvania.,Among the Confessors of Transylvania.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2059,Saint John of Galesh,John of Gales,Male,Hierarch; Confessor,Clergy - Bishop,,,Imprisonment; Persecution,,,Romania,Romanian,Modern,18th,Oct 21,"Holy Confessor John, pray to God for us.",,,A Romanian Orthodox bishop who resisted Habsburg pressure against Orthodoxy and was imprisoned for refusing to abandon his flock.,Among the Confessors of Transylvania.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2060,New Martyr John of Monemvasia,John,Male,New Martyr,Layperson,,,Persecution,,,Greece,Greek,Modern,18th,Oct 21,"Holy New Martyr John, pray to God for us.",,,A young Christian of the Peloponnese who refused to renounce Christ under Ottoman pressure and suffered martyrdom.,,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2061,"Saint Averkios the Wonderworker, Bishop of Hieropolis",Abercius; Equal of the Apostles,Male,Equal-to-the-Apostles; Hierarch; Wonderworker,Clergy - Bishop,,,,,Missionary Work,Asia Minor,,Pre-Nicene,2nd,Oct 22,"Holy Hierarch Averkios, pray to God for us.",,,"Bishop of Hieropolis who preached Christ in a largely pagan city and converted many, remembered as a wonderworker and missionary bishop.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2062,Hieromartyr Alexander of Adrianopolis and those with him,Alexander; Heraclius; Anna; Elizabeth; Theodota; Glyceria,Male & Female,Hieromartyr,Clergy - Bishop,,,Persecution,,,Greece,,Pre-Nicene,3rd,Oct 22,"Holy Hieromartyr Alexander, pray to God for us.",,,Bishop Alexander preached the Gospel and was martyred with several companions who confessed Christ.,Named group kept as one row.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2063,Saints Paul and Theodore of Rostov,Paul; Theodore,Male,Venerable (Monastic),Monastic,,,,,,Rus' / Russia,Russian,Post-Byzantine,15th,Oct 22,"Venerable Fathers Paul and Theodore, pray to God for us.",,,Two ascetics who founded a monastery near Rostov dedicated to Saints Boris and Gleb.,Named pair kept as one row.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2064,Venerable Lot of Egypt,Abba Lot,Male,Venerable (Monastic),Monastic,,,,Discernment,,Egypt,,Byzantine,5th,Oct 22,"Venerable Father Lot, pray to God for us.",,,"A desert ascetic of Egypt whose sayings are preserved among the Fathers, remembered for wisdom and monastic discernment.",Not the Righteous Forefather Lot (OS-1985).,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2065,Saint Macarius the Roman of Mesopotamia,Macarius of Mesopotamia,Male,Venerable (Monastic); Hermit,Monastic,,,,,,Mesopotamia,,Unknown,,Oct 23,"Venerable Father Macarius, pray to God for us.",,,"A Roman-born ascetic discovered by three wandering monks living in a cave in Mesopotamia, whose story emphasizes hidden holiness and the desert life.",Traditional hagiographic account; distinct from Macarius the Roman of Novgorod (OS-0490).,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2066,Apostle James the Brother of the Lord,James Adelphotheos; first Bishop of Jerusalem,Male,Apostle; Hieromartyr,Clergy - Bishop,,,Persecution,,,Palestine / Holy Land,,Apostolic Age,1st,Oct 23,"Holy Apostle James, pray to God for us.",,,"A kinsman of the Lord and the first Bishop of Jerusalem, who led the early Church there and suffered martyrdom.",Not James son of Zebedee or James son of Alphaeus.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2067,"Saint Ignatius, Patriarch of Constantinople",Ignatius; Niketas,Male,Hierarch; Confessor,Clergy - Bishop,,,Imprisonment; Exile; Persecution,,,Constantinople,,Byzantine,9th,Oct 23,"Holy Hierarch Ignatius, pray to God for us.",,,"A son of Emperor Michael I forced into monastic life who later became Patriarch of Constantinople, suffering deposition, exile, and imprisonment during church conflict.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2068,Venerable Elisha of Lavreshev,Elisha of Lavrishevo,Male,Venerable (Monastic),Monastic,,,,,,Baltics,Russian,Byzantine,13th,Oct 23,"Venerable Father Elisha, pray to God for us.",,,"Founder of a monastery near Novogrudok dedicated to Saint Laurence, remembered in the monastic tradition of the western Rus' lands.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2069,"Martyr Arethas and 4,299 Martyrs with him",Arethas of Najran,Male & Female,Martyr,,,Ruler,Persecution,,,,,Byzantine,6th,Oct 24,"Holy Martyr Arethas, pray to God for us.",,,"Arethas, prefect of the Christian city of Najran in Arabia, suffered with thousands of Christians under the Himyarite ruler Dhu Nuwas, refusing to deny Christ.",Named numerical group kept as one row.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2070,Venerable Arethas the Recluse of the Kiev Near Caves,Arethas of the Kiev Caves,Male,Venerable (Monastic); Hermit,Monastic,,,Repentance from grave sin,,,Ukraine,Russian,Byzantine,12th,Oct 24,"Venerable Father Arethas, pray to God for us.",,,"A Kiev Caves hermit who repented after grief over stolen possessions revealed his attachment to wealth, remembered for repentance and ascetic life.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2071,Venerable Sisoes the Recluse of the Kiev Near Caves,Sisoes of the Kiev Caves,Male,Venerable (Monastic); Hermit,Monastic,,,,,,Ukraine,Russian,Byzantine,13th,Oct 24,"Venerable Father Sisoes, pray to God for us.",,,A hermit of the Kiev Near Caves known in the general service for his radiant fasting.,,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2072,Venerable Theophilus the Recluse of the Kiev Near Caves,Theophilus of the Kiev Caves,Male,Venerable (Monastic); Hermit,Monastic,,,,,,Ukraine,Russian,Byzantine,13th,Oct 24,"Venerable Father Theophilus, pray to God for us.",,,A Kiev Near Caves hermit praised in the service to the Fathers of the Caves as resplendent in miracles.,,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2073,"Blessed Elesbaan, King of Ethiopia",Kaleb of Aksum,Male,Right-believing (Ruler),,,Ruler,War,Repentance,,,,Byzantine,6th,Oct 24,"Holy King Elesbaan, pray to God for us.",,,A Christian king of Ethiopia who fought to defend persecuted Christians in Arabia and later embraced repentance and humility.,OCA labels him blessed; commemorated in the Eastern Orthodox calendar.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2074,Martyr Syncletica and her two daughters,Syncletica of Arabia,Female,Martyr,,Widowed; Parent,,Widowhood; Persecution,,,,,Byzantine,6th,Oct 24,"Holy Martyr Syncletica, pray to God for us.",,,A widowed Christian woman and her daughters who suffered under Dhu Nuwas during the persecution of Christians in Arabia.,Named family group kept as one row.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2075,"Saint Athanasius I, Patriarch of Constantinople",Athanasius; Alexius of Adrianopolis,Male,Hierarch,Clergy - Bishop; Monastic,,,,,,Constantinople,,Post-Byzantine,14th,Oct 24,"Holy Hierarch Athanasius, pray to God for us.",,,"A monk who became Patriarch of Constantinople twice, known for reform, asceticism, and pastoral discipline.",Also listed Oct 28 in the OCA cycle.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2076,"Saint John, Hermit of Pskov",John of Pskov,Male,Venerable (Monastic); Hermit,Monastic,,,War,,,Rus' / Russia,Russian,Post-Byzantine,17th,Oct 24,"Venerable Father John, pray to God for us.",,,"A hermit who lived through the Time of Troubles and the sieges around Pskov, remembered for ascetic endurance amid war.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2077,Martyrs Marcian and Martyrius the Notaries of Constantinople,Marcian; Martyrius,Male,Martyr,Clergy - Deacon,,,Persecution,,,Constantinople,,Pre-Nicene,4th,Oct 25,"Holy Martyrs Marcian and Martyrius, pray to God for us.",,,Church notaries serving Patriarch Paul the Confessor who resisted Arian pressure after his exile and were martyred for remaining Orthodox.,Named pair kept as one row.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2078,Venerable Martyrius the Deacon of the Kiev Caves,Martyrius the Recluse,Male,Venerable (Monastic),Clergy - Deacon,,,,,,Ukraine,Russian,Byzantine,14th,Oct 25,"Venerable Father Martyrius, pray to God for us.",,,"A deacon and recluse of the Kiev Far Caves praised for purity, labor, and healing gifts.",Also commemorated Aug 28.,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2079,Saint Tabitha the Widow,Dorcas,Female,Righteous,Layperson,Widowed,,Illness,Charity; Mercy,,Palestine / Holy Land,,Apostolic Age,1st,Oct 25,"Righteous Tabitha, pray to God for us.",,,"A charitable Christian widow of Joppa, known for good works and care for the poor, who was raised from the dead by the Apostle Peter.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
OS-2080,Saint Theophilus of Novgorod,Theophilus of the Kiev Caves,Male,Hierarch,Clergy - Bishop; Monastic,,,Illness,,,Rus' / Russia,Russian,Post-Byzantine,15th,Oct 26,"Holy Hierarch Theophilus, pray to God for us.",,,"A monk who became Archbishop of Novgorod and later retired to the Kiev Caves, enduring political turmoil and illness near the end of his life.",,,,,,"OCA Synaxarion (oca.org), Lives of the Saints"
